"cruise"	"ship"	"ship_code"	"sample_number"	"resorted"	"time_UTC"	"lat_degN"	"lon_degE"	"start_temp_degC"	"start_salinity_psu"	"start_wind_speed_knots"	"start_wind_direction_deg"	"start_pump_speed_M3PerMin"	"stop_time_UTC"	"stop_lat_degN"	"stop_lon_degE"	"stop_temp_degC"	"stop_salinity_psu"	"stop_wind_speed_knots"	"stop_wind_direction_deg"	"stop_pump_speed_M3PerMin"	"sardine_eggs_count"	"anchovy_eggs_count"	"jack_mackerel_eggs_count"	"hake_eggs_count"	"squid_eggs_count"	"other_fish_eggs_count"	"year"
199803	"DAVID STARR JORDAN"	"JD"	175	"t"	1998-02-21 23:19:52	34.0633	-119.0976	16.318	32.341	6.5	223.4051	0.64	1998-02-21 23:19:52	34.0522	-119.0949	16.176	33.205	6.62	247.8412	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	175	"t"	1998-04-09 03:15:01	33.3273	-118.0356	16.158	32.8	14.39	303.6546	0.64	1998-04-09 03:15:01	33.3437	-117.9902	16.173	32.781	12.97	306.5943	0.64	1	11	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	176	"t"	1998-04-09 03:30:00	33.3437	-117.9902	16.173	32.781	12.97	306.5943	0.64	1998-04-09 03:30:00	33.3601	-117.9432	16.436	32.766	12.61	300.3094	0.64	7	20	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	176	"t"	1998-02-21 23:29:51	34.0522	-119.0949	16.176	33.205	6.62	247.8412	0.64	1998-02-21 23:29:51	34.0461	-119.078	16.002	33.158	6.16	239.9285	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	177	"t"	1998-04-09 03:45:01	33.3601	-117.9432	16.436	32.766	12.61	300.3094	0.64	1998-04-09 03:45:01	33.3782	-117.897	16.1	32.862	10.97	295.3407	0.64	10	17	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	177	"t"	1998-02-21 23:39:51	34.0461	-119.078	16.002	33.158	6.16	239.9285	0.64	1998-02-21 23:39:51	34.0405	-119.0628	16.078	33.199	5.96	231.877	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	178	"t"	1998-04-09 04:00:01	33.3782	-117.897	16.1	32.862	10.97	295.3407	0.64	1998-04-09 04:00:01	33.3954	-117.8505	16.087	32.838	10.07	316.577	0.64	20	12	0	0	0	1	1998
199803	"DAVID STARR JORDAN"	"JD"	178	"t"	1998-02-21 23:49:51	34.0405	-119.0628	16.078	33.199	5.96	231.877	0.64	1998-02-21 23:49:51	34.0352	-119.0478	15.87	33.205	5.31	254.4535	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	179	"t"	1998-02-21 23:59:53	34.0352	-119.0478	15.87	33.205	5.31	254.4535	0.64	1998-02-21 23:59:53	34.0299	-119.0328	15.929	33.177	5.48	234.8257	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	179	"t"	1998-04-09 04:20:01	33.3954	-117.8505	16.087	32.838	10.07	316.577	0.64	1998-04-09 04:20:01	33.418	-117.7882	15.785	32.87	8.01	328.2204	0.64	58	17	0	0	0	1	1998
199804	"DAVID STARR JORDAN"	"JD"	180	"t"	1998-04-09 04:45:01	33.418	-117.7882	15.785	32.87	8.01	328.2204	0.64	1998-04-09 04:45:01	33.4471	-117.7148	15.91	32.592	4.8	355.9465	0.64	50	25	0	0	0	4	1998
199803	"DAVID STARR JORDAN"	"JD"	180	"t"	1998-02-22 00:09:51	34.0299	-119.0328	15.929	33.177	5.48	234.8257	0.64	1998-02-22 00:09:51	34.0247	-119.0174	16.043	33.172	3.49	243.5744	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	181	"t"	1998-04-09 08:00:01	33.4976	-117.7731	15.601	32.637	3.41	70.4637	0.64	1998-04-09 08:00:01	33.4894	-117.7867	15.604	32.667	2.43	57.8032	0.64	14	5	0	0	0	5	1998
199803	"DAVID STARR JORDAN"	"JD"	181	"t"	1998-02-22 00:19:51	34.0247	-119.0174	16.043	33.172	3.49	243.5744	0.64	1998-02-22 00:19:51	34.0191	-119.0018	16.127	33.188	4.06	228.7355	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	182	"t"	1998-04-09 08:30:03	33.4894	-117.7867	15.604	32.667	2.43	57.8032	0.64	1998-04-09 08:30:03	33.4431	-117.8634	15.479	32.85	6.72	314.6525	0.64	28	23	0	0	0	4	1998
199803	"DAVID STARR JORDAN"	"JD"	182	"t"	1998-02-22 00:29:51	34.0191	-119.0018	16.127	33.188	4.06	228.7355	0.64	1998-02-22 00:29:51	34.0136	-118.9858	16.297	33.193	3.87	207.4975	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	183	"t"	1998-02-22 00:39:54	34.0136	-118.9858	16.297	33.193	3.87	207.4975	0.64	1998-02-22 00:39:54	34.008	-118.9692	16.332	33.222	2.99	254.9175	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	183	"t"	1998-04-09 08:45:21	33.4431	-117.8634	15.479	32.85	6.72	314.6525	0.64	1998-04-09 08:45:21	33.4203	-117.9028	15.899	32.825	9.82	319.5617	0.64	23	19	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	184	"t"	1998-04-09 11:00:04	33.4237	-117.9258	15.891	32.831	5.81	310.2809	0.64	1998-04-09 11:00:04	33.4433	-118.0177	15.885	32.823	5.91	289.7907	0.64	32	15	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	184	"t"	1998-02-22 00:44:50	34.008	-118.9692	16.332	33.222	2.99	254.9175	0.64	1998-02-22 00:44:50	34.0048	-118.9612	16.334	33.27	2.14	205.1945	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	185	"t"	1998-02-22 01:53:41	34.0067	-118.9655	16.101	33.223	8.85	228.3449	0.64	1998-02-22 01:53:41	34.0071	-118.9649	16.094	33.228	12.7	216.2527	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	185	"t"	1998-04-09 11:30:04	33.4433	-118.0177	15.885	32.823	5.91	289.7907	0.64	1998-04-09 11:30:04	33.4557	-118.1138	15.862	32.815	7.04	312.8287	0.64	12	5	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	186	"t"	1998-04-09 12:00:03	33.4557	-118.1138	15.862	32.815	7.04	312.8287	0.64	1998-04-09 12:00:03	33.4906	-118.198	15.853	32.823	6.38	315.7301	0.64	10	1	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	186	"t"	1998-02-22 02:12:19	34.0093	-118.9755	15.943	33.157	6.13	160.6521	0.64	1998-02-22 02:12:19	34.0092	-118.9751	15.923	33.2	8.23	173.3031	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	187	"t"	1998-02-22 02:31:16	34.0136	-118.9855	15.769	33.113	5.3	183.1423	0.64	1998-02-22 02:31:16	34.0135	-118.9856	15.75	33.155	6.34	198.1258	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	187	"t"	1998-04-09 12:30:03	33.4906	-118.198	15.853	32.823	6.38	315.7301	0.64	1998-04-09 12:30:03	33.5288	-118.2804	15.761	32.811	7.41	307.7864	0.64	0	1	0	0	0	2	1998
199804	"DAVID STARR JORDAN"	"JD"	188	"t"	1998-04-09 13:00:03	33.5288	-118.2804	15.761	32.811	7.41	307.7864	0.64	1998-04-09 13:00:03	33.5691	-118.3609	15.675	32.792	7.04	301.6816	0.64	2	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	188	"t"	1998-02-22 02:46:57	34.0133	-118.9853	15.752	33.139	3.78	182.0599	0.64	1998-02-22 02:46:57	34.0133	-118.9851	15.748	33.131	3.28	186.2155	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	189	"t"	1998-04-09 13:30:03	33.5691	-118.3609	15.675	32.792	7.04	301.6816	0.64	1998-04-09 13:30:03	33.6338	-118.4063	15.783	32.824	2.87	355.7477	0.64	2	4	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	189	"t"	1998-02-22 03:53:57	34.0524	-119.0967	15.985	33.152	4.68	32.0526	0.64	1998-02-22 03:53:57	34.0513	-119.0967	15.982	33.146	4.92	21.3771	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	190	"t"	1998-04-09 14:00:03	33.6338	-118.4063	15.783	32.824	2.87	355.7477	0.64	1998-04-09 14:00:03	33.7119	-118.4326	15.411	32.725	3.32	115.9013	0.64	25	41	0	0	0	5	1998
199803	"DAVID STARR JORDAN"	"JD"	190	"t"	1998-02-22 04:19:00	34.0492	-119.0881	15.926	33.147	2.37	81.971	0.64	1998-02-22 04:19:00	34.049	-119.0881	15.819	33.2	3.62	98.4961	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	191	"t"	1998-02-22 04:46:24	34.0457	-119.0799	15.781	33.102	3.01	157.5646	0.64	1998-02-22 04:46:24	34.0457	-119.0804	15.761	33.09	3.14	166.4802	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	191	"t"	1998-04-09 14:30:04	33.7119	-118.4326	15.411	32.725	3.32	115.9013	0.64	1998-04-09 14:30:04	33.7901	-118.4593	15.424	32.801	4.56	69.796	0.64	7	10	0	0	0	10	1998
199804	"DAVID STARR JORDAN"	"JD"	192	"t"	1998-04-09 15:00:04	33.7901	-118.4593	15.424	32.801	4.56	69.796	0.64	1998-04-09 15:00:04	33.8718	-118.4835	15.269	32.813	8.36	114.6954	0.64	101	62	0	0	0	10	1998
199803	"DAVID STARR JORDAN"	"JD"	192	"t"	1998-02-22 05:20:39	34.0431	-119.0702	15.732	33.134	6.71	162.6707	0.64	1998-02-22 05:20:39	34.0435	-119.0707	15.738	33.123	11.4	200.823	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	193	"t"	1998-02-22 05:48:09	34.0394	-119.0604	15.809	33.201	15.07	210.0871	0.64	1998-02-22 05:48:09	34.0411	-119.0595	15.758	33.195	10.45	213.9754	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	193	"t"	1998-04-09 16:30:06	33.8909	-118.4877	15.307	32.805	3.2	115.0266	0.64	1998-04-09 16:30:06	33.8783	-118.5137	15.325	32.807	2.94	142.5051	0.64	33	23	0	0	0	5	1998
199804	"DAVID STARR JORDAN"	"JD"	194	"t"	1998-04-09 17:00:04	33.8783	-118.5137	15.325	32.807	2.94	142.5051	0.64	1998-04-09 17:00:04	33.839	-118.5945	14.875	32.809	1.49	145.3512	0.64	170	162	0	0	0	1	1998
199803	"DAVID STARR JORDAN"	"JD"	194	"t"	1998-02-22 06:18:14	34.0367	-119.0523	15.804	33.214	15.49	213.6579	0.64	1998-02-22 06:18:14	34.0373	-119.0515	15.759	33.218	16.13	215.745	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	195	"t"	1998-02-22 06:41:58	34.0335	-119.0429	15.733	33.221	11.96	214.4123	0.64	1998-02-22 06:41:58	34.0355	-119.0421	15.729	33.215	17.42	208.1066	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	195	"t"	1998-04-09 17:13:04	33.839	-118.5945	14.875	32.809	1.49	145.3512	0.64	1998-04-09 17:13:04	33.823	-118.6269	14.749	32.804	2.16	132.5414	0.64	182	26	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	196	"t"	1998-04-09 21:00:01	33.8349	-118.6055	15.268	32.812	10.73	248.0369	0.64	1998-04-09 21:00:01	33.8014	-118.6834	15.784	32.745	10.04	285.1669	0.64	5	112	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	196	"t"	1998-02-22 07:05:58	34.0301	-119.0328	15.718	33.221	16.65	214.3386	0.64	1998-02-22 07:05:58	34.0317	-119.0314	15.696	33.215	18.34	208.7824	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	197	"t"	1998-02-22 07:29:07	34.0272	-119.0232	15.683	33.217	15.45	210.8353	0.64	1998-02-22 07:29:07	34.0292	-119.023	15.683	33.217	14.67	218.7381	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	197	"t"	1998-04-09 21:30:01	33.8014	-118.6834	15.784	32.745	10.04	285.1669	0.64	1998-04-09 21:30:01	33.7773	-118.767	15.501	32.868	10.16	275.9615	0.64	0	87	0	0	0	1	1998
199804	"DAVID STARR JORDAN"	"JD"	198	"t"	1998-04-09 22:00:01	33.7773	-118.767	15.501	32.868	10.16	275.9615	0.64	1998-04-09 22:00:01	33.7323	-118.8499	15.989	32.86	10.57	279.4525	0.64	1	119	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	198	"t"	1998-02-22 07:53:03	34.0241	-119.0138	15.665	33.22	16.87	203.3732	0.64	1998-02-22 07:53:03	34.0259	-119.0137	15.663	33.216	12.26	208.8668	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	199	"t"	1998-02-22 08:12:53	34.0196	-119.0055	15.658	33.217	18.03	209.6396	0.64	1998-02-22 08:12:53	34.0205	-119.0045	15.658	33.217	18.09	216.5093	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	199	"t"	1998-04-09 22:30:00	33.7323	-118.8499	15.989	32.86	10.57	279.4525	0.64	1998-04-09 22:30:00	33.685	-118.9295	16.261	32.777	11.71	268.0186	0.64	81	87	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	200	"t"	1998-04-09 22:46:09	33.685	-118.9295	16.261	32.777	11.71	268.0186	0.64	1998-04-09 22:46:09	33.6579	-118.9704	16.258	32.784	12.51	266.6394	0.64	166	10	0	0	1	0	1998
199803	"DAVID STARR JORDAN"	"JD"	200	"t"	1998-02-22 08:31:19	34.0162	-118.995	15.664	33.217	16.41	211.2036	0.64	1998-02-22 08:31:19	34.0166	-118.9938	15.661	33.216	16.38	208.2599	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	201	"t"	1998-02-22 09:09:59	34.0042	-118.9591	15.788	33.225	17.79	204.1128	0.64	1998-02-22 09:09:59	34.0101	-118.9741	15.702	33.233	18.84	208.111	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	201	"t"	1998-04-10 01:00:00	33.6445	-118.9758	16.117	33.52	5.99	293.1076	0.64	1998-04-10 01:00:00	33.6139	-119.0401	15.931	33.481	12.05	285.9536	0.64	90	4	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	202	"t"	1998-04-10 01:30:00	33.6139	-119.0401	15.931	33.481	12.05	285.9536	0.64	1998-04-10 01:30:00	33.5768	-119.1269	15.435	33.518	12.15	286.2444	0.64	45	1	0	0	0	4	1998
199803	"DAVID STARR JORDAN"	"JD"	202	"t"	1998-02-22 09:20:02	34.0101	-118.9741	15.702	33.233	18.84	208.111	0.64	1998-02-22 09:20:02	34.0148	-118.9897	15.676	33.218	20.36	208.6898	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	203	"t"	1998-02-22 09:30:01	34.0148	-118.9897	15.676	33.218	20.36	208.6898	0.64	1998-02-22 09:30:01	34.0203	-119.0055	15.644	33.228	19.68	206.1405	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	203	"t"	1998-04-10 02:00:01	33.5768	-119.1269	15.435	33.518	12.15	286.2444	0.64	1998-04-10 02:00:01	33.5368	-119.2097	15.189	33.564	19.66	288.2325	0.64	80	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	204	"t"	1998-04-10 02:35:01	33.5368	-119.2097	15.189	33.564	19.66	288.2325	0.64	1998-04-10 02:35:01	33.4958	-119.3048	15.284	33.535	21.93	296.8392	0.64	37	4	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	204	"t"	1998-02-22 09:40:04	34.0203	-119.0055	15.644	33.228	19.68	206.1405	0.64	1998-02-22 09:40:04	34.026	-119.0216	15.64	33.237	20.05	207.3941	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	205	"t"	1998-02-22 09:50:01	34.026	-119.0216	15.64	33.237	20.05	207.3941	0.64	1998-02-22 09:50:01	34.0314	-119.0368	15.639	33.242	20.93	208.405	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	205	"t"	1998-04-10 04:45:11	33.4762	-119.3182	15.294	33.577	16.44	286.3228	0.64	1998-04-10 04:45:11	33.4514	-119.3727	15.228	33.589	19.02	296.0792	0.64	8	1	0	0	0	1	1998
199804	"DAVID STARR JORDAN"	"JD"	206	"t"	1998-04-10 05:00:00	33.4514	-119.3727	15.228	33.589	19.02	296.0792	0.64	1998-04-10 05:00:00	33.4344	-119.4148	15.16	33.571	17.81	293.4476	0.64	20	0	0	0	0	1	1998
199803	"DAVID STARR JORDAN"	"JD"	206	"t"	1998-02-22 10:00:01	34.0314	-119.0368	15.639	33.242	20.93	208.405	0.64	1998-02-22 10:00:01	34.0364	-119.0519	15.663	33.238	19.83	217.3657	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	207	"t"	1998-02-22 10:10:01	34.0364	-119.0519	15.663	33.238	19.83	217.3657	0.64	1998-02-22 10:10:01	34.0422	-119.0672	15.743	33.17	19.27	217.1369	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	207	"t"	1998-04-10 05:30:01	33.4344	-119.4148	15.16	33.571	17.81	293.4476	0.64	1998-04-10 05:30:01	33.3982	-119.4988	15.133	33.574	16.19	292.8282	0.64	6	1	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	208	"t"	1998-04-10 06:00:01	33.3982	-119.4988	15.133	33.574	16.19	292.8282	0.64	1998-04-10 06:00:01	33.3612	-119.5836	14.397	33.238	16.13	294.8903	0.64	66	1	0	0	0	3	1998
199803	"DAVID STARR JORDAN"	"JD"	208	"t"	1998-02-22 10:20:02	34.0422	-119.0672	15.743	33.17	19.27	217.1369	0.64	1998-02-22 10:20:02	34.0474	-119.0815	15.652	33.196	19.24	217.2289	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	209	"t"	1998-02-22 10:30:01	34.0474	-119.0815	15.652	33.196	19.24	217.2289	0.64	1998-02-22 10:30:01	34.0527	-119.096	15.555	33.174	21.93	224.0537	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	209	"t"	1998-04-10 06:28:01	33.3612	-119.5836	14.397	33.238	16.13	294.8903	0.64	1998-04-10 06:28:01	33.324	-119.6622	14.181	33.194	15	305.1031	0.64	131	0	0	3	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	210	"t"	1998-04-10 08:00:01	33.3212	-119.6753	14.159	33.157	13.63	313.0523	0.64	1998-04-10 08:00:01	33.2987	-119.728	14.159	33.163	15.19	311.6441	0.64	55	0	0	0	0	1	1998
199803	"DAVID STARR JORDAN"	"JD"	210	"t"	1998-02-22 10:40:02	34.0527	-119.096	15.555	33.174	21.93	224.0537	0.64	1998-02-22 10:40:02	34.066	-119.0968	15.439	33.115	22.33	218.8643	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	211	"t"	1998-02-22 10:50:01	34.066	-119.0968	15.439	33.115	22.33	218.8643	0.64	1998-02-22 10:50:01	34.0652	-119.0819	15.551	33.165	13.91	231.3767	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	211	"t"	1998-04-10 08:30:03	33.2987	-119.728	14.159	33.163	15.19	311.6441	0.64	1998-04-10 08:30:03	33.2561	-119.8119	14.215	33.357	11.55	312.5809	0.64	82	0	0	0	1	0	1998
199804	"DAVID STARR JORDAN"	"JD"	212	"t"	1998-04-10 09:00:04	33.2561	-119.8119	14.215	33.357	11.55	312.5809	0.64	1998-04-10 09:00:04	33.2117	-119.8939	14.136	33.172	12.02	306.0271	0.64	44	0	0	0	2	1	1998
199803	"DAVID STARR JORDAN"	"JD"	212	"t"	1998-02-22 11:00:01	34.0652	-119.0819	15.551	33.165	13.91	231.3767	0.64	1998-02-22 11:00:01	34.0598	-119.0659	15.584	33.171	14.02	227.1957	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	213	"t"	1998-02-22 11:10:02	34.0598	-119.0659	15.584	33.171	14.02	227.1957	0.64	1998-02-22 11:10:02	34.0544	-119.0508	15.704	33.186	14.91	232.2139	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	213	"t"	1998-04-10 09:40:12	33.2117	-119.8939	14.136	33.172	12.02	306.0271	0.64	1998-04-10 09:40:12	33.1578	-120.0048	14.886	33.246	14.71	312.6311	0.64	25	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	214	"t"	1998-04-10 12:00:06	33.1406	-120.0117	14.986	33.299	17.97	318.7159	0.64	1998-04-10 12:00:06	33.0995	-120.1083	15.204	33.349	15.38	325.0347	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	214	"t"	1998-02-22 11:20:01	34.0544	-119.0508	15.704	33.186	14.91	232.2139	0.64	1998-02-22 11:20:01	34.0489	-119.0357	15.67	33.21	16.93	235.6834	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	215	"t"	1998-02-22 11:30:01	34.0489	-119.0357	15.67	33.21	16.93	235.6834	0.64	1998-02-22 11:30:01	34.0434	-119.0206	15.768	33.217	16.56	241.1776	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	215	"t"	1998-04-10 12:30:04	33.0995	-120.1083	15.204	33.349	15.38	325.0347	0.64	1998-04-10 12:30:04	33.0616	-120.1908	15.137	33.337	14.13	328.1667	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	216	"t"	1998-04-10 13:00:04	33.0616	-120.1908	15.137	33.337	14.13	328.1667	0.64	1998-04-10 13:00:04	33.0304	-120.2584	15.161	33.344	12.05	320.0255	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	216	"t"	1998-02-22 11:40:01	34.0434	-119.0206	15.768	33.217	16.56	241.1776	0.64	1998-02-22 11:40:01	34.038	-119.0053	15.722	33.215	22.51	244.2961	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	217	"t"	1998-02-22 11:50:02	34.038	-119.0053	15.722	33.215	22.51	244.2961	0.64	1998-02-22 11:50:02	34.0325	-118.9897	15.736	33.208	14.63	307.7582	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	217	"t"	1998-04-10 13:30:04	33.0304	-120.2584	15.161	33.344	12.05	320.0255	0.64	1998-04-10 13:30:04	33.0369	-120.2508	15.186	33.365	11.03	319.7982	0.64	0	0	0	0	0	2	1998
199804	"DAVID STARR JORDAN"	"JD"	218	"t"	1998-04-10 14:00:07	33.0369	-120.2508	15.186	33.365	11.03	319.7982	0.64	1998-04-10 14:00:07	33.0727	-120.1789	15.144	33.341	11.54	308.3681	0.64	0	0	0	0	1	1	1998
199803	"DAVID STARR JORDAN"	"JD"	218	"t"	1998-02-22 12:00:01	34.0325	-118.9897	15.736	33.208	14.63	307.7582	0.64	1998-02-22 12:00:01	34.0267	-118.9735	15.762	33.186	17.81	284.1276	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	219	"t"	1998-02-22 12:10:14	34.0267	-118.9735	15.762	33.186	17.81	284.1276	0.64	1998-02-22 12:10:14	34.0215	-118.958	15.801	33.161	16.92	284.5608	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	219	"t"	1998-04-10 14:30:05	33.0727	-120.1789	15.144	33.341	11.54	308.3681	0.64	1998-04-10 14:30:05	33.1018	-120.1241	15.423	33.413	16.04	315.336	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	220	"t"	1998-04-10 19:30:04	32.9938	-120.3753	15.468	33.367	9.75	331.8811	0.64	1998-04-10 19:30:04	32.9797	-120.4048	15.503	33.394	9.1	328.6369	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	220	"t"	1998-02-22 12:20:01	34.0215	-118.958	15.801	33.161	16.92	284.5608	0.64	1998-02-22 12:20:01	34.0282	-118.9483	15.766	33.166	17	298.6184	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	221	"t"	1998-02-22 12:30:01	34.0282	-118.9483	15.766	33.166	17	298.6184	0.64	1998-02-22 12:30:01	34.0332	-118.9634	15.786	33.167	17.74	297.1035	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	221	"t"	1998-04-10 19:45:05	32.9797	-120.4048	15.503	33.394	9.1	328.6369	0.64	1998-04-10 19:45:05	32.9582	-120.4497	15.606	33.362	9.04	311.604	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	222	"t"	1998-04-10 20:00:01	32.9582	-120.4497	15.606	33.362	9.04	311.604	0.64	1998-04-10 20:00:01	32.9363	-120.4932	16.122	33.509	8.42	308.9587	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	222	"t"	1998-02-22 12:40:01	34.0332	-118.9634	15.786	33.167	17.74	297.1035	0.64	1998-02-22 12:40:01	34.0383	-118.9782	15.789	33.198	11.46	297.6794	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	223	"t"	1998-02-22 12:50:01	34.0383	-118.9782	15.789	33.198	11.46	297.6794	0.64	1998-02-22 12:50:01	34.043	-118.9941	15.773	33.185	8.51	310.8474	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	223	"t"	1998-04-10 20:15:00	32.9363	-120.4932	16.122	33.509	8.42	308.9587	0.64	1998-04-10 20:15:00	32.9139	-120.5362	16.204	33.517	9.33	317.662	0.64	0	0	0	0	0	1	1998
199804	"DAVID STARR JORDAN"	"JD"	224	"t"	1998-04-10 20:30:01	32.9139	-120.5362	16.204	33.517	9.33	317.662	0.64	1998-04-10 20:30:01	32.8911	-120.5795	16.282	33.501	7.51	305.9561	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	224	"t"	1998-02-22 13:00:01	34.043	-118.9941	15.773	33.185	8.51	310.8474	0.64	1998-02-22 13:00:01	34.049	-119.0091	15.795	33.209	6.12	311.7078	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	225	"t"	1998-02-22 13:10:01	34.049	-119.0091	15.795	33.209	6.12	311.7078	0.64	1998-02-22 13:10:01	34.054	-119.0234	15.699	33.173	4.87	292.0838	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	225	"t"	1998-04-10 20:45:01	32.8911	-120.5795	16.282	33.501	7.51	305.9561	0.64	1998-04-10 20:45:01	32.8679	-120.6229	16.491	33.525	7.58	313.6643	0.64	0	0	0	0	0	2	1998
